X,Y,fid,ID Bob,ID_BUDYNKU_PK,SYM_MIEJSCOWOSCI,WOJEWODZTWO_NAZWA,POWIAT_NAZWA,GMINA_NAZWA,NAZWA_MIEJSCOWOSCI,SYM_UL,PREFIX_UL,NAZWA_ULICY,NR_BUDYNKU,WSP_Y,WSP_X,LOKALE_RAZEM (po weryfikacji),MDU/SDU,FUNKCJA_BUDYNKU,Typ inwestycji,_OBSZAR_OLT,field_19,field_20,Planowany termin oddania,weryfikacja,icon_url
19.015065,49.814641,"11","45877248","184488","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"157",ul,Akacjowa,"19",49.814641,19.015065,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.014854,49.814537,"12","45877255","184489","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"157",ul,Akacjowa,"21",49.814537,19.014854,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.003984,49.824557,"222","45885651","185334","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"1054",ul,Berestecka,"15",49.824557,19.003984,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.003609,49.82447,"223","45885658","185335","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"1054",ul,Berestecka,"17",49.82447,19.003609,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.003489,49.823994,"224","45885665","185336","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"1054",ul,Berestecka,"25",49.823994,19.003489,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002606,49.82436,"225","45885672","185337","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"1054",ul,Berestecka,"6",49.82436,19.002606,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.013109,49.818724,"339","45892025","185968","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2058",ul,Bratków,"12",49.818724,19.013109,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.011752,49.818202,"340","45892053","185972","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2058",ul,Bratków,"24",49.818202,19.011752,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.013618,49.818918,"341","45892102","185979","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2058",ul,Bratków,"8",49.818918,19.013618,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.015823,49.818861,"342","45892299","185999","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2104",ul,Brodzińskiego,28A,49.818861,19.015823,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.014086,49.822107,"343","45892425","186017","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2104",ul,Brodzińskiego,45B,49.822107,19.014086,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.015737,49.823156,"344","45892432","186018","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2104",ul,Brodzińskiego,"47",49.823156,19.015737,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.015833,49.823666,"345","45892460","186022","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2104",ul,Brodzińskiego,"50",49.823666,19.015833,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.018192,49.816096,"346","45892495","186027","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2104",ul,Brodzińskiego,"8",49.816096,19.018192,"3",MDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.015156,49.82132,"368","45895066","186287","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2387",ul,Bukowa,"65",49.82132,19.015156,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000556,49.822115,"447","45899320","186723","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2790",ul,Chocimska,"4",49.822115,19.000556,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000787,49.822154,"448","45899327","186724","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2790",ul,Chocimska,"6",49.822154,19.000787,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001346,49.822659,"449","45899334","186725","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2790",ul,Chocimska,"7",49.822659,19.001346,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.014713,49.813813,"457","45899944","186794","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3061",ul,Cieszyńska,"148",49.813813,19.014713,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001236,49.820332,"474","45902193","186961","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"11",49.820332,19.001236,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001334,49.819611,"475","45902200","186962","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"18",49.819611,19.001334,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001137,49.819541,"476","45902207","186963","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"20",49.819541,19.001137,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002221,49.819625,"477","45902214","186964","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,21A,49.819625,19.002221,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002655,49.819766,"478","45902221","186965","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,21B,49.819766,19.002655,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001013,49.819508,"479","45902228","186966","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"22",49.819508,19.001013,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002057,49.819211,"480","45902235","186967","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"23",49.819211,19.002057,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.003073,49.819158,"481","45902256","186970","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,23C,49.819158,19.003073,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000816,49.819443,"482","45902263","186971","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"24",49.819443,19.000816,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000614,49.819378,"483","45902277","186973","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"26",49.819378,19.000614,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002557,49.818939,"484","45902284","186974","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"27",49.818939,19.002557,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000467,49.819354,"485","45902291","186975","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"28",49.819354,19.000467,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002905,49.818506,"486","45902319","186979","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"33",49.818506,19.002905,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000223,49.818865,"487","45902333","186981","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"36",49.818865,19.000223,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000331,49.818895,"488","45902340","186982","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"38",49.818895,19.000331,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002417,49.817947,"489","45902347","186983","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"39",49.817947,19.002417,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000453,49.818936,"490","45902354","186984","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"40",49.818936,19.000453,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000563,49.818969,"491","45902361","186985","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"42",49.818969,19.000563,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.003055,49.818266,"492","45902368","186986","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"43",49.818266,19.003055,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.00068,49.81901,"493","45902382","186988","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"44",49.81901,19.00068,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000891,49.81911,"494","45902396","186990","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"46",49.81911,19.000891,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000975,49.819131,"495","45902403","186991","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"48",49.819131,19.000975,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.00112,49.819223,"496","45902417","186993","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"50",49.819223,19.00112,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001204,49.819244,"497","45902424","186994","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"52",49.819244,19.001204,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001338,49.819328,"498","45902431","186995","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"54",49.819328,19.001338,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001626,49.819011,"499","45902445","186997","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"58",49.819011,19.001626,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001698,49.817145,"500","45902459","186999","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,76A,49.817145,19.001698,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000318,49.820214,"501","45902466","187000","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"8",49.820214,19.000318,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000627,49.819721,"502","45902487","7362213","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,"14",49.819721,19.000627,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000438,49.819663,"503","45902494","7362214","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,14A,49.819663,19.000438,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000628,49.818605,"691","45909031","187692","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3851",ul,Długosza,"11",49.818605,19.000628,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000501,49.818563,"692","45909038","187693","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3851",ul,Długosza,"13",49.818563,19.000501,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000312,49.818462,"693","45909045","187694","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3851",ul,Długosza,"15",49.818462,19.000312,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999949,49.818206,"694","45909052","187695","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3851",ul,Długosza,"17",49.818206,18.999949,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001366,49.818751,"695","45909059","187696","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3851",ul,Długosza,"3",49.818751,19.001366,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001232,49.818891,"696","45909066","187697","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3851",ul,Długosza,"5",49.818891,19.001232,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000989,49.818735,"697","45909080","187699","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3851",ul,Długosza,"7",49.818735,19.000989,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000841,49.818694,"698","45909108","187703","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3851",ul,Długosza,"9",49.818694,19.000841,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999297,49.823361,"1084","45927815","189619","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"6825",ul,Hutnicza,"21",49.823361,18.999297,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999348,49.823876,"1085","45927836","189622","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"6825",ul,Hutnicza,"28",49.823876,18.999348,"3",MDU non-penetrated,Mieszkalny - wielorodzinny,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,,30-11-2023,OK,./0.png
18.999411,49.824123,"1086","45927843","189623","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"6825",ul,Hutnicza,"30",49.824123,18.999411,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999089,49.824267,"1087","45927850","189624","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"6825",ul,Hutnicza,"33",49.824267,18.999089,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999301,49.823564,"1088","45927892","6360967","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"6825",ul,Hutnicza,"23",49.823564,18.999301,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.016828,49.815131,"1101","45929596","189779","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"7059",ul,Jagodowa,"4",49.815131,19.016828,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.016,49.8153,"1220","45934569","6360980","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"7506",ul,Jesionowa,"11",49.8153,19.016,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
