X,Y,fid,ID Bob,ID_BUDYNKU_PK,SYM_MIEJSCOWOSCI,WOJEWODZTWO_NAZWA,POWIAT_NAZWA,GMINA_NAZWA,NAZWA_MIEJSCOWOSCI,SYM_UL,PREFIX_UL,NAZWA_ULICY,NR_BUDYNKU,WSP_Y,WSP_X,LOKALE_RAZEM (po weryfikacji),MDU/SDU,FUNKCJA_BUDYNKU,Typ inwestycji,_OBSZAR_OLT,field_19,field_20,Planowany termin oddania,weryfikacja,icon_url
19.01503,49.814301,"3241","46052892","201861","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"24550",ul,Wodna,"6",49.814301,19.01503,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.009931,49.817178,"3242","46052913","201864","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"24550",ul,Wodna,"63",49.817178,19.009931,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.009509,49.817477,"3243","46052962","201871","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"24550",ul,Wodna,"69",49.817477,19.009509,"3",MDU non-penetrated,Mieszkalny - wielorodzinny,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,,30-11-2023,OK,./0.png
19.015175,49.814035,"3244","46052983","6075314","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"24550",ul,Wodna,"9",49.814035,19.015175,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.008833,49.818631,"3245","46053018","6361563","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"24550",ul,Wodna,"38",49.818631,19.008833,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.008527,49.825061,"3248","46053493","201910","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"24733",ul,Wołyńska,"15",49.825061,19.008527,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.007101,49.825251,"3249","46053500","201911","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"24733",ul,Wołyńska,"7",49.825251,19.007101,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.007242,49.825061,"3250","46053507","201912","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"24733",ul,Wołyńska,"9",49.825061,19.007242,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.997541,49.819482,"3470","46061193","202704","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25624",ul,Zapłocie Duże,"117",49.819482,18.997541,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.007557,49.823823,"3471","46061760","202785","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25624",ul,Zapłocie Duże,36A,49.823823,19.007557,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.004098,49.822482,"3472","46061858","202799","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25624",ul,Zapłocie Duże,"62",49.822482,19.004098,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.003955,49.822035,"3473","46061872","202801","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25624",ul,Zapłocie Duże,"65",49.822035,19.003955,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.004585,49.82526,"3474","46062916","202868","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"43",49.82526,19.004585,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.004487,49.825535,"3475","46062930","202870","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"48",49.825535,19.004487,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.003092,49.8253,"3476","46062993","202879","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"56",49.8253,19.003092,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002886,49.825259,"3477","46063007","202881","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"58",49.825259,19.002886,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.00328,49.826055,"3478","46063021","202883","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,58D,49.826055,19.00328,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.003581,49.82661,"3479","46063028","202884","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,58F,49.82661,19.003581,"3",MDU non-penetrated,Mieszkalny - wielorodzinny,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,,30-11-2023,OK,./0.png
19.002469,49.824794,"3480","46063035","202885","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"61",49.824794,19.002469,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002216,49.825124,"3481","46063042","202886","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"62",49.825124,19.002216,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001586,49.824532,"3482","46063056","202888","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"67",49.824532,19.001586,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001584,49.82452,"3483","46063063","202889","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,67A,49.82452,19.001584,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001422,49.824967,"3484","46063070","202890","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"68",49.824967,19.001422,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001176,49.824909,"3485","46063077","202891","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"70",49.824909,19.001176,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001079,49.824454,"3486","46063084","202892","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"71",49.824454,19.001079,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000245,49.824258,"3487","46063098","202894","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,77A,49.824258,19.000245,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000225,49.825043,"3488","46063112","202896","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,78A,49.825043,19.000225,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999004,49.824517,"3489","46063140","202900","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"88",49.824517,18.999004,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.998579,49.824476,"3490","46063154","202902","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"90",49.824476,18.998579,"2",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.998342,49.825035,"3491","46063161","202903","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,90B,49.825035,18.998342,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002492,49.825191,"3492","46063189","6361608","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"60",49.825191,19.002492,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.997844,49.823972,"3493","46063301","8392503","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25625",ul,Zapłocie Małe,"97",49.823972,18.997844,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000305,49.823697,"3496","46065038","203048","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25883",ul,Zbaraska,"12",49.823697,19.000305,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001321,49.82391,"3497","46065045","203049","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25883",ul,Zbaraska,"15",49.82391,19.001321,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000477,49.824039,"3498","46065059","203051","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25883",ul,Zbaraska,"4",49.824039,19.000477,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.00117,49.824191,"3499","46065066","203052","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25883",ul,Zbaraska,"5",49.824191,19.00117,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.005175,49.824506,"3676","46071682","203727","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"26636",ul,Żytomierska,"10",49.824506,19.005175,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000094,49.819879,"3710","46074784","204009","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"11",49.819879,19.000094,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000051,49.819506,"3711","46074791","204010","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"13",49.819506,19.000051,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999867,49.819439,"3712","46074798","204011","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"15",49.819439,18.999867,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999487,49.817197,"3713","46074826","204015","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,22B,49.817197,18.999487,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000434,49.818172,"3714","46074833","204016","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"23",49.818172,19.000434,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000497,49.818024,"3715","46074840","204017","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"25",49.818024,19.000497,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000703,49.817423,"3716","46074861","204020","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"31",49.817423,19.000703,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000731,49.817312,"3717","46074868","204021","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"33",49.817312,19.000731,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000879,49.816867,"3718","46074875","204022","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"35",49.816867,19.000879,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.00092,49.816722,"3719","46074882","204023","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"37",49.816722,19.00092,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000958,49.816628,"3720","46074889","204024","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"39",49.816628,19.000958,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.001054,49.816259,"3721","46074917","204028","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"45",49.816259,19.001054,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999825,49.820066,"3722","46074924","204029","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"5",49.820066,18.999825,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999558,49.819976,"3723","46074931","204030","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27341",ul,Jadwigi Śląskiej Św,"7",49.819976,18.999558,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999533,49.817879,"3781","46076777","8225840","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27984",ul,Obfita,15A,49.817879,18.999533,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.008818,49.824343,"3782","46076806","204194","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27985",ul,Kamieniec Podolski,10A,49.824343,19.008818,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.00883,49.824268,"3783","46076813","204195","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27985",ul,Kamieniec Podolski,10B,49.824268,19.00883,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.008672,49.824059,"3784","46076820","204196","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27985",ul,Kamieniec Podolski,"8",49.824059,19.008672,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.008383,49.824126,"3785","46076841","7940975","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27985",ul,Kamieniec Podolski,"15",49.824126,19.008383,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.0142,49.8224,"3895","218380076","8823657","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"2104",ul,Brodzińskiego,"51",49.8224,19.0142,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000701,49.819959,"3915","219132298","9021312","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,10B,49.819959,19.000701,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.000671,49.820005,"3920","219213254","9034302","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"3112",ul,Ciżemki,10A,49.820005,19.000671,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.998907,49.819311,"3926","219260524","9041848","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27984",ul,Obfita,9E,49.819311,18.998907,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.999096,49.818819,"3934","219355311","9057054","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27984",ul,Obfita,11A,49.818819,18.999096,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.998878,49.819362,"3938","219426546","9068490","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"27984",ul,Obfita,9F,49.819362,18.998878,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, zamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
18.993277,49.813295,"3982","224499021","9186891","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"7759",ul,Kadłubka,69F,49.813295,18.993277,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.002558,49.822092,"4033","224781857","9687794","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"25624",ul,Zapłocie Duże,74B,49.822092,19.002558,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,OK,./0.png
19.015702,49.815899,"4043","224960940","10049339","923584",śląskie,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"7506",ul,Jesionowa,"12",49.815899,19.015702,"1",SDU non-penetrated,Mieszkalny - jednorodzinny, niezamieszkały,B2C - Greenfield,NEW_OLT_Bielsko-Biała_2,Do zlecenia,30-11-2023,NOK,./1.png
